AAAA-MM-DD HH-MM-SS.ssssss	Xac	Yac	Zac	Xgi	Ygi	Zgi	Xma	Yma	Zma	Wq	Iq	Jq	Kq	
2017-05-08 22:09:35.875962		-0.05	1.25	-	-0.14	-0.34	0.04	
2017-05-08 22:09:35.878122	1 - 0.11	-0.00	-0.05	0.99	-	-0.05	-0.05	1.24	-	-0.11	-0.43	0.07	
2017-05-08 22:09:35.880319	1 - 0.11	0.00	-0.05	0.99	-	0.01	-0.05	1.23	-	-0.10	-0.44	0.08	
2017-05-08 22:09:35.882432	1 - 0.11	0.01	-0.05	0.99	-	0.08	-0.05	1.24	-	-0.07	-0.39	0.05	
2017-05-08 22:09:35.884534	1 - 0.11	0.02	-0.05	0.99	-	0.14	-0.05	1.25	-	-0.03	-0.29	0.02	
2017-05-08 22:09:35.886658	1 - 0.11	0.02	-0.05	0.99	-	0.17	-0.05	1.27	-	0.03	-0.18	0.02	
2017-05-08 22:09:35.888607	1 - 0.10	0.02	-0.05	0.99	-	0.18	-0.04	1.29	-	0.08	-0.10	0.02	
2017-05-08 22:09:35.890557	1 - 0.10	0.02	-0.05	0.99	-	0.18	-0.01	1.32	-	0.10	-0.02	0.03	
2017-05-08 22:09:35.892316	1 - 0.10	0.02	-0.05	0.99	-	0.16	0.03	1.36	-	0.11	0.07	0.03	
2017-05-08 22:09:35.894145	1 - 0.10	0.02	-0.04	0.99	-	0.13	0.08	1.38	-	0.11	0.15	0.04	
2017-05-08 22:09:35.895905	1 - 0.10	0.02	-0.04	0.99	-	0.09	0.12	1.38	-	0.07	0.17	0.05	
2017-05-08 22:09:35.897750	1 - 0.10	0.02	-0.04	0.99	-	0.06	0.16	1.36	-	0.03	0.14	0.06	
2017-05-08 22:09:35.899572	1 - 0.10	0.01	-0.04	0.99	-	0.02	0.18	1.32	-	-0.02	0.08	0.08	
2017-05-08 22:09:35.901302	1 - 0.10	0.01	-0.04	0.99	-	0.01	0.20	1.27	-	-0.07	0.04	0.10	
2017-05-08 22:09:35.902895	1 - 0.10	0.01	-0.04	0.99	-	0.00	0.22	1.22	-	-0.10	0.02	0.12	
2017-05-08 22:09:35.904508	1 - 0.09	0.01	-0.04	0.99	-	0.00	0.24	1.16	-	-0.11	0.03	0.14	
2017-05-08 22:09:35.906177	1 - 0.09	0.01	-0.04	0.99	-	0.00	0.26	1.09	-	-0.12	0.06	0.17	
2017-05-08 22:09:35.907816	1 - 0.09	0.01	-0.04	1.00	-	-0.00	0.28	1.02	-	-0.12	0.09	0.23	
2017-05-08 22:09:35.909550	1 - 0.08	0.01	-0.04	1.00	-	-0.01	0.29	0.94	-	-0.11	0.11	0.27	
2017-05-08 22:09:35.911184	1 - 0.08	0.01	-0.04	1.00	-	-0.03	0.29	0.85	-	-0.09	0.07	0.32	
2017-05-08 22:09:35.912814	1 - 0.07	0.00	-0.04	1.00	-	-0.04	0.27	0.78	-	-0.12	0.02	0.39	
2017-05-08 22:09:35.914286	1 - 0.07	0.00	-0.04	1.00	-	-0.04	0.25	0.73	-	-0.18	0.00	0.47	
2017-05-08 22:09:35.915864	1 - 0.06	0.00	-0.04	1.00	-	-0.02	0.24	0.68	-	-0.23	-0.02	0.55	
2017-05-08 22:09:35.917343	1 - 0.05	0.00	-0.04	1.00	-	0.00	0.24	0.64	-	-0.27	-0.03	0.60	
2017-05-08 22:09:35.919111	1 - 0.04	0.00	-0.05	1.00	-	0.03	0.25	0.60	-	-0.27	-0.03	0.61	
2017-05-08 22:09:35.921066	1 - 0.03	0.00	-0.05	1.00	-	0.06	0.26	0.57	-	-0.24	-0.04	0.60	
2017-05-08 22:09:35.922699	1 - 0.02	0.00	-0.05	1.00	-	0.05	0.26	0.56	-	-0.18	-0.05	0.59	
2017-05-08 22:09:35.924235	1 - 0.01	0.00	-0.05	1.00	-	0.01	0.28	0.55	-	-0.11	-0.08	0.60	
2017-05-08 22:09:35.925638	1 - 0.00	0.01	-0.05	1.00	-	-0.03	0.31	0.56	-	-0.09	-0.19	0.56	
2017-05-08 22:09:35.927021	1 - -0.01	0.01	-0.05	1.00	-	-0.07	0.32	0.57	-	-0.08	-0.37	0.53	
2017-05-08 22:09:35.928494	1 - -0.02	0.02	-0.05	1.00	-	-0.10	0.32	0.59	-	-0.06	-0.58	0.54	
2017-05-08 22:09:35.929940	1 - -0.03	0.03	-0.05	1.00	-	-0.09	0.29	0.61	-	-0.08	-0.79	0.54	
2017-05-08 22:09:35.931344	1 - -0.04	0.04	-0.05	1.00	-	.04	-0.22	0.67	-	0.03	-0.21	-0.04	
2017-05-08 22:09:35.932739	1 - -0.93	0.13	-0.02	0.35	-	0.05	-0.22	0.64	-	0.13	-0.24	-0.01	
2017-05-08 22:09:35.934140	1 - -0.93	0.13	-0.01	0.35	-	0.07	-0.22	0.63	-	0.22	-0.26	0.01	
2017-05-08 22:09:35.935534	1 - -0.93	0.13	-0.01	0.35	-	0.09	-0.20	0.64	-	0.28	-0.24	0.01	
2017-05-08 22:09:35.936832	1 - -0.93	0.13	-0.00	0.35	-	0.10	-0.19	0.67	-	0.32	-0.21	0.01	
2017-05-08 22:09:35.938104	1 - -0.93	0.12	0.00	0.35	-	0.11	-0.16	0.70	-	0.32	-0.20	0.02	
2017-05-08 22:09:35.939364	1 - -0.93	0.12	0.01	0.35	-	0.12	-0.13	0.73	-	0.31	-0.20	0.02	
2017-05-08 22:09:35.940688	1 - -0.93	0.11	0.01	0.35	-	0.13	-0.10	0.76	-	0.27	-0.18	0.03	
2017-05-08 22:09:35.942013	1 - -0.93	0.11	0.02	0.35	-	0.14	-0.08	0.79	-	0.25	-0.15	0.05	
2017-05-08 22:09:35.943291	1 - -0.93	0.11	0.02	0.35	-	0.14	-0.06	0.82	-	0.23	-0.11	0.09	
2017-05-08 22:09:35.944583	1 - -0.93	0.10	0.02	0.34	-	0.15	-0.06	0.84	-	0.20	-0.08	0.12	
2017-05-08 22:09:35.945880	1 - -0.93	0.10	0.02	0.34	-	0.16	-0.06	0.86	-	0.18	-0.05	0.15	
2017-05-08 22:09:35.947113	1 - -0.94	0.10	0.03	0.34	-	0.17	-0.08	0.87	-	0.18	-0.03	0.18	
2017-05-08 22:09:35.948395	1 - -0.94	0.10	0.03	0.34	-	0.18	-0.10	0.88	-	0.21	0.00	0.21	
2017-05-08 22:09:35.949595	1 - -0.94	0.09	0.03	0.33	-	0.20	-0.11	0.92	-	0.26	0.07	0.27	
2017-05-08 22:09:35.950830	1 - -0.94	0.09	0.03	0.33	-	0.21	-0.12	0.97	-	0.34	0.17	0.34	
2017-05-08 22:09:35.952046	1 - -0.94	0.08	0.03	0.32	-	0.19	-0.11	1.03	-	0.43	0.27	0.42	
2017-05-08 22:09:35.953240	1 - -0.95	0.07	0.02	0.31	-	0.15	-0.08	1.11	-	0.47	0.35	0.49	
2017-05-08 22:09:35.954379	1 - -0.95	0.06	0.02	0.31	-	0.08	-0.05	1.16	-	0.36	0.40	0.52	
2017-05-08 22:09:35.955508	1 - -0.95	0.05	0.01	0.30	-	0.02	-0.01	1.18	-	0.26	0.31	0.51	
2017-05-08 22:09:35.956774	1 - -0.96	0.05	0.01	0.29	-	-0.03	0.02	1.22	-	0.15	0.22	0.47	
2017-05-08 22:09:35.957909	1 - -0.96	0.05	0.01	0.29	-	-0.07	0.05	1.24	-	0.10	0.19	0.40	
2017-05-08 22:09:35.959095	1 - -0.96	0.04	0.00	0.28	-	-0.09	0.06	1.25	-	0.07	0.16	0.33	
2017-05-08 22:09:35.960265	1 - -0.96	0.04	-0.00	0.28	-	-0.10	0.06	1.24	-	0.02	0.08	0.31	
2017-05-08 22:09:35.961405	1 - -0.96	0.04	-0.00	0.27	-	-0.08	0.04	1.22	-	0.00	0.00	0.29	
2017-05-08 22:09:35.962477	1 - -0.96	0.04	-0.00	0.27	-	-0.05	0.01	1.19	-	0.03	0.02	0.31	
2017-05-08 22:09:35.963618	1 - -0.96	0.04	-0.00	0.26	-	-0.03	-0.02	1.14	-	0.08	-0.01	0.34	
2017-05-08 22:09:35.964753	1 - -0.97	0.04	-0.00	0.26	-	-0.02	-0.02	1.09	-	0.13	-0.05	0.34	
2017-05-08 22:09:35.965836	1 - -0.97	0.03	0.00	0.25	-	-0.01	-0.01	1.07	-	0.21	-0.06	0.32	
2017-05-08 22:09:35.966906	1 - -0.97	0.03	0.00	0.25	-	-0.01	0.00	1.06	-	0.25	-0.07	0.30	
2017-05-08 22:09:35.968002	1 - -0.97	0.03	0.00	0.24	-	-0.03	0.01	1.06	-	0.27	-0.11	0.29	
2017-05-08 22:09:35.969092	1 - -0.97	0.02	0.01	0.24	-	-0.06	0.03	1.05	-	0.25	-0.17	0.27	
2017-05-08 22:09:35.970212	1 - -0.97	0.02	0.01	0.23	-	-0.08	0.04	1.04	-	0.24	-0.23	0.24	
2017-05-08 22:09:35.971287	1 - -0.97	0.02	0.02	0.23	-	-0.09	0.04	1.03	-	0.23	-0.27	0.21	
2017-05-08 22:09:35.975708	1 - -0.97	0.01	0.02	0.23	-	-0.09	0.04	1.01	-	0.22	-0.29	0.19	
2017-05-08 22:09:35.976751	1 - -0.97	0.01	0.03	0.22	-	-0.07	0.05	1.00	-	0.21	-0.29	0.17	
2017-05-08 22:09:35.982916	1 - -0.97	0.01	0.03	0.22	-	-0.06	0.05	0.97	-	0.21	-0.29	0.15	
2017-05-08 22:09:35.983986	1 - -0.98	0.00	0.04	0.22	-	-0.04	0.05	0.95	-	0.20	-0.29	0.15	
2017-05-08 22:09:35.989079	1 - -0.98	0.00	0.04	0.22	-	-0.02	0.05	0.94	-	0.18	-0.28	0.15	
2017-05-08 22:09:35.990113	1 - -0.98	0.00	0.04	0.21	-	0.00	0.06	0.93	-	0.16	-0.25	0.16	
2017-05-08 22:09:35.996580	1 - -0.98	-0.00	0.05	0.21	-	0.02	0.06	0.93	-	0.12	-0.20	0.15	
2017-05-08 22:09:35.997609	1 - -0.98	-0.00	0.05	0.21	-	0.04	0.06	0.92	-	0.08	-0.15	0.15	
2017-05-08 22:09:36.002906	1 - -0.98	-0.00	0.05	0.21	-	0.05	0.06	0.88	-	0.07	-0.13	0.15	
2017-05-08 22:09:36.004352	1 - -0.98	-0.00	0.06	0.20	-	0.07	0.06	0.84	-	0.08	-0.15	0.17	
2017-05-08 22:09:36.008961	1 - -0.98	-0.00	0.06	0.20	-	0.09	0.05	0.82	-	0.10	-0.16	0.19	
2017-05-08 22:09:36.010292	1 - -0.98	-0.01	0.06	0.20	-	0.09	0.05	0.82	-	0.11	-0.15	0.18	
2017-05-08 22:09:36.016130	1 - -0.98	-0.01	0.06	0.19	-	0.10	0.05	0.83	-	0.09	-0.13	0.16	
2017-05-08 22:09:36.017088	Aguardando liberacao do botao.
2017-05-08 22:09:36.017347	Liberado.
2017-05-08 22:09:36.017403	
2017-05-08 22:09:36.017858	Aquisicao finalizada.
2017-05-08 22:09:37.018998	2017-05-08 22:09:37.715997	Aguardando liberacao do botao.
2017-05-08 22:09:37.718284	Liberado.
2017-05-08 22:09:37.718394	
2017-05-08 22:09:37.719019	Aquisicao iniciada.
2017-05-08 22:09:37.720287	Testando conexao com o sensor - 1
2017-05-08 22:09:37.727806	1 - -0.99	-0.04	-0.00	0.13	-	-0.00	0.06	0.99	-	-0.02	0.05	0.07	
2017-05-08 22:09:37.729899	1 - -0.99	-0.04	-0.00	0.13	-	-0.00	0.07	0.99	-	-0.04	0.02	0.08	
2017-05-08 22:09:37.732517	1 - -0.99	-0.04	-0.00	0.13	-	0.01	0.08	1.00	-	-0.05	0.02	0.07	
2017-05-08 22:09:37.736308	1 - -0.99	-0.04	-0.00	0.13	-	0.01	0.08	1.01	-	-0.06	0.02	0.05	
2017-05-08 22:09:37.768816	1 - -0.99	-0.04	-0.00	0.13	-	0.01	0.08	1.02	-	-0.07	0.04	0.05	
2017-05-08 22:09:37.773777	1 - -0.99	-0.04	-0.00	0.13	-	0.02	0.09	1.02	-	-0.08	0.05	0.03	
2017-05-08 22:09:37.780437	1 - -0.99	-0.04	-0.00	0.13	-	0.02	0.09	1.02	-	-0.07	0.05	0.02	
2017-05-08 22:09:37.784900	1 - -0.99	-0.04	-0.01	0.13	-	0.02	0.09	1.02	-	-0.08	0.05	0.02	
2017-05-08 22:09:37.789937	1 - -0.99	-0.04	-0.01	0.13	-	0.01	0.08	1.01	-	-0.08	0.04	0.02	
2017-05-08 22:09:37.821045	1 - -0.99	-0.03	-0.01	0.13	-	0.01	0.08	1.01	-	-0.08	0.03	0.01	
2017-05-08 22:09:37.823719	1 - -0.99	-0.03	-0.01	0.13	-	0.01	0.08	1.00	-	-0.08	0.02	0.02	
2017-05-08 22:09:37.825984	1 - -0.99	-0.03	-0.01	0.13	-	0.00	0.07	1.00	-	-0.07	0.00	0.02	
2017-05-08 22:09:37.828808	1 - -0.99	-0.03	-0.01	0.13	-	-0.01	0.07	1.00	-	-0.07	-0.02	-0.01	
2017-05-08 22:09:37.860141	1 - -0.99	-0.03	-0.01	0.13	-	-0.01	0.06	0.99	-	-0.06	-0.03	-0.02	
2017-05-08 22:09:37.862141	1 - -0.99	-0.03	-0.01	0.13	-	-0.01	0.06	0.99	-	-0.03	-0.04	0.00	
2017-05-08 22:09:37.868059	1 - -0.99	-0.03	-0.01	0.13	-	-0.02	0.06	0.99	-	-0.02	-0.03	0.00	
2017-05-08 22:09:37.870335	1 - -0.99	-0.03	-0.01	0.13	-	-0.02	0.06	0.99	-	-0.01	-0.03	0.00	
2017-05-08 22:09:37.886422	1 - -0.99	-0.03	-0.01	0.13	-	-0.02	0.06	0.99	-	-0.01	-0.05	-0.01	
2017-05-08 22:09:37.888634	1 - -0.99	-0.03	-0.00	0.13	-	-0.02	0.07	0.98	-	0.00	-0.05	-0.02	
2017-05-08 22:09:37.920511	1 - -0.99	-0.03	-0.00	0.13	-	-0.02	0.07	0.98	-	-0.01	-0.05	-0.02	
2017-05-08 22:09:37.922865	1 - -0.99	-0.03	-0.00	0.13	-	-0.02	0.07	0.98	-	-0.01	-0.05	-0.02	
2017-05-08 22:09:37.925533	1 - -0.99	-0.03	-0.00	0.13	-	-0.02	0.07	0.98	-	-0.01	-0.05	-0.02	
2017-05-08 22:09:37.928127	1 - -0.99	-0.03	-0.00	0.13	-	-0.02	0.07	0.98	-	-0.01	-0.04	-0.02	
2017-05-08 22:09:37.959417	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	0.98	-	0.00	-0.03	-0.02	
2017-05-08 22:09:37.961986	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	0.98	-	0.00	-0.02	-0.01	
2017-05-08 22:09:37.964320	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.07	0.98	-	0.00	-0.02	-0.01	
2017-05-08 22:09:37.967069	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.07	0.98	-	0.00	-0.02	-0.02	
2017-05-08 22:09:37.999418	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.07	0.98	-	0.00	-0.02	-0.02	
2017-05-08 22:09:38.004411	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.07	0.98	-	0.01	-0.02	-0.03	
2017-05-08 22:09:38.007056	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.07	0.98	-	0.01	-0.01	-0.03	
2017-05-08 22:09:38.009623	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.07	0.98	-	0.00	-0.01	-0.03	
2017-05-08 22:09:38.016216	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.07	0.98	-	-0.01	-0.02	-0.02	
2017-05-08 22:09:38.048046	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.07	0.98	-	-0.02	-0.02	-0.01	
2017-05-08 22:09:38.050038	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.06	0.98	-	-0.01	-0.01	-0.01	
2017-05-08 22:09:38.052841	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.06	0.98	-	0.00	-0.01	0.00	
2017-05-08 22:09:38.055283	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.06	0.98	-	0.00	-0.01	0.00	
2017-05-08 22:09:38.098579	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.06	0.98	-	0.00	0.00	0.00	
2017-05-08 22:09:38.101999	1 - -0.99	-0.03	0.00	0.13	-	-0.01	0.06	0.98	-	0.00	0.00	0.00	
2017-05-08 22:09:38.106990	1 - -0.99	-0.03	0.00	0.13	-	-0.00	0.06	0.98	-	-0.01	0.00	0.00	
2017-05-08 22:09:38.109154	1 - -0.99	-0.03	0.00	0.13	-	-0.00	0.06	0.98	-	-0.01	0.01	0.00	
2017-05-08 22:09:38.113581	1 - -0.99	-0.03	0.00	0.13	-	0.00	0.06	0.98	-	-0.01	0.01	0.00	
2017-05-08 22:09:38.116118	1 - -0.99	-0.03	0.00	0.13	-	0.00	0.06	0.98	-	-0.01	0.01	0.00	
2017-05-08 22:09:38.147185	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.06	0.98	-	-0.01	0.00	-0.01	
2017-05-08 22:09:38.150489	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.05	0.98	-	-0.01	0.00	-0.01	
2017-05-08 22:09:38.152960	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.05	0.98	-	0.00	0.00	-0.01	
2017-05-08 22:09:38.156708	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.05	0.99	-	0.01	0.00	0.00	
2017-05-08 22:09:38.190345	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.05	0.99	-	0.02	0.01	0.00	
2017-05-08 22:09:38.197237	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.05	0.99	-	0.02	0.02	0.00	
2017-05-08 22:09:38.218948	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.05	0.99	-	0.02	0.02	0.00	
2017-05-08 22:09:38.221444	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.05	0.99	-	0.01	0.01	0.00	
2017-05-08 22:09:38.223721	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.05	0.99	-	0.01	0.00	0.00	
2017-05-08 22:09:38.226512	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.05	0.99	-	0.01	0.01	0.00	
2017-05-08 22:09:38.228826	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.05	0.99	-	0.01	0.01	0.00	
2017-05-08 22:09:38.262502	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.05	0.99	-	0.01	0.02	0.00	
2017-05-08 22:09:38.264476	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.05	0.99	-	0.01	0.02	0.00	
2017-05-08 22:09:38.266831	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	0.99	-	-0.01	0.00	0.00	
2017-05-08 22:09:38.270519	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.02	-0.02	0.01	
2017-05-08 22:09:38.324553	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.04	-0.02	0.01	
2017-05-08 22:09:38.327046	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.01	-	-0.02	-0.03	0.01	
2017-05-08 22:09:38.329564	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.01	-	-0.01	-0.02	0.00	
2017-05-08 22:09:38.332073	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.02	-	0.00	0.00	-0.01	
2017-05-08 22:09:38.334561	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.01	-	0.00	0.00	-0.01	
2017-05-08 22:09:38.337048	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.01	-	0.00	-0.01	0.00	
2017-05-08 22:09:38.340610	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.01	-	0.01	-0.02	0.00	
2017-05-08 22:09:38.370853	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.01	-	0.01	-0.01	0.00	
2017-05-08 22:09:38.373538	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.07	1.01	-	-0.01	0.00	0.00	
2017-05-08 22:09:38.375930	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.07	1.01	-	-0.02	0.00	-0.01	
2017-05-08 22:09:38.378400	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.08	1.01	-	-0.03	0.01	-0.01	
2017-05-08 22:09:38.409682	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.08	1.01	-	-0.03	0.02	-0.02	
2017-05-08 22:09:38.412111	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.07	1.01	-	-0.03	0.03	-0.02	
2017-05-08 22:09:38.414760	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.07	1.01	-	-0.04	0.02	-0.01	
2017-05-08 22:09:38.416850	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.06	1.00	-	-0.04	0.00	-0.01	
2017-05-08 22:09:38.429571	2 - -0.99	-0.03	-0.00	0.13	-	0.00	0.06	0.99	-	-0.03	-0.01	-0.01	
2017-05-08 22:09:38.460887	1 - -0.99	-0.03	-0.00	0.13	-	0.01	0.06	0.99	-	-0.02	0.01	-0.01	
2017-05-08 22:09:38.463361	1 - -0.99	-0.03	-0.00	0.13	-	0.01	0.06	1.00	-	-0.02	0.03	-0.02	
2017-05-08 22:09:38.465882	1 - -0.99	-0.03	-0.00	0.13	-	0.00	0.06	1.00	-	-0.02	0.03	-0.01	
2017-05-08 22:09:38.472102	1 - -0.99	-0.03	-0.00	0.13	-	-0.00	0.06	1.00	-	-0.02	0.01	-0.01	
2017-05-08 22:09:38.488820	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.02	0.00	-0.01	
2017-05-08 22:09:38.490865	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.02	0.00	-0.01	
2017-05-08 22:09:38.522187	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.02	0.01	-0.01	
2017-05-08 22:09:38.524699	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.05	1.00	-	-0.01	0.00	-0.01	
2017-05-08 22:09:38.527366	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.05	0.99	-	-0.01	-0.01	-0.01	
2017-05-08 22:09:38.529721	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.05	0.99	-	-0.02	-0.02	0.00	
2017-05-08 22:09:38.563559	1 - -0.99	-0.03	-0.00	0.13	-	-0.01	0.05	1.00	-	-0.02	-0.02	0.00	
2017-05-08 22:09:38.565939	1 - -0.99	-0.02	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.03	-0.02	0.00	
2017-05-08 22:09:38.568451	1 - -0.99	-0.02	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.03	-0.01	-0.01	
2017-05-08 22:09:38.570967	1 - -0.99	-0.02	-0.00	0.13	-	-0.01	0.05	1.00	-	-0.03	0.00	-0.01	
2017-05-08 22:09:38.603060	1 - -0.99	-0.02	-0.00	0.13	-	-0.01	0.05	1.00	-	-0.03	0.02	-0.01	
2017-05-08 22:09:38.604943	1 - -0.99	-0.02	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.03	0.02	-0.01	
2017-05-08 22:09:38.608029	1 - -0.99	-0.02	-0.00	0.13	-	-0.01	0.06	1.00	-	-0.03	0.03	-0.01	
2017-05-08 22:09:38.610386	1 - -0.99	-0.02	-0.01	0.13	-	-0.01	0.06	1.00	-	-0.04	0.03	-0.01	
2017-05-08 22:09:38.642667	1 - -0.99	-0.02	-0.01	0.13	-	-0.01	0.06	1.00	-	-0.05	0.04	-0.02	
2017-05-08 22:09:38.645483	1 - -0.99	-0.02	-0.01	0.13	-	-0.01	0.06	1.00	-	-0.05	0.04	-0.02	
2017-05-08 22:09:38.648045	1 - -0.99	-0.02	-0.01	0.13	-	-0.02	0.06	1.00	-	-0.05	0.05	-0.03	
2017-05-08 22:09:38.650566	1 - -0.99	-0.02	-0.01	0.13	-	-0.02	0.06	1.00	-	-0.04	0.05	-0.03	
2017-05-08 22:09:38.683184	1 - -0.99	-0.02	-0.01	0.13	-	-0.02	0.06	1.00	-	-0.03	0.07	-0.02	
2017-05-08 22:09:38.686256	1 - -0.99	-0.02	-0.01	0.13	-	-0.02	0.06	1.00	-	-0.02	0.08	-0.01	
2017-05-08 22:09:38.689557	1 - -0.99	-0.02	-0.01	0.13	-	-0.03	0.06	1.00	-	-0.01	0.08	0.00	
2017-05-08 22:09:38.693327	1 - -0.99	-0.02	-0.01	0.13	-	-0.03	0.06	1.00	-	-0.02	0.08	0.01	
2017-05-08 22:09:38.721987	1 - -0.99	-0.02	-0.01	0.13	-	-0.03	0.06	1.00	-	-0.02	0.08	0.01	
2017-05-08 22:09:38.724312	1 - -0.99	-0.02	-0.02	0.13	-	-0.03	0.06	1.00	-	-0.01	0.09	0.00	
2017-05-08 22:09:38.728997	1 - -0.99	-0.02	-0.02	0.13	-	-0.03	0.06	1.00	-	0.00	0.10	0.00	
2017-05-08 22:09:38.731705	1 - -0.99	-0.02	-0.02	0.13	-	-0.03	0.06	1.00	-	0.02	0.11	0.00	
2017-05-08 22:09:38.762913	1 - -0.99	-0.02	-0.02	0.13	-	-0.04	0.06	0.99	-	0.05	0.11	0.00	
2017-05-08 22:09:38.764853	1 - -0.99	-0.02	-0.02	0.13	-	-0.04	0.06	0.98	-	0.05	0.08	0.00	
2017-05-08 22:09:38.767296	1 - -0.99	-0.03	-0.02	0.13	-	-0.05	0.06	0.97	-	0.01	0.02	0.01	
2017-05-08 22:09:38.769860	1 - -0.99	-0.03	-0.02	0.13	-	-0.05	0.06	0.97	-	0.02	0.01	0.03	
2017-05-08 22:09:38.801167	1 - -0.99	-0.03	-0.02	0.13	-	-0.05	0.06	0.97	-	0.03	0.01	0.04	
2017-05-08 22:09:38.806034	1 - -0.99	-0.03	-0.02	0.13	-	-0.04	0.07	0.96	-	0.01	-0.01	0.05	
2017-05-08 22:09:38.809100	1 - -0.99	-0.03	-0.02	0.13	-	-0.04	0.07	0.96	-	-0.01	-0.01	0.07	
2017-05-08 22:09:38.814430	1 - -0.99	-0.03	-0.02	0.13	-	-0.03	0.08	0.96	-	-0.02	0.00	0.09	
2017-05-08 22:09:38.820493	1 - -0.99	-0.03	-0.02	0.13	-	-0.02	0.09	0.97	-	-0.02	0.01	0.11	
2017-05-08 22:09:38.851750	1 - -0.99	-0.03	-0.02	0.12	-	-0.01	0.10	0.97	-	-0.04	0.02	0.11	
2017-05-08 22:09:38.858227	1 - -0.99	-0.03	-0.02	0.12	-	-0.00	0.11	0.97	-	-0.05	0.04	0.11	
2017-05-08 22:09:38.862696	1 - -0.99	-0.03	-0.02	0.12	-	0.01	0.11	0.98	-	-0.05	0.05	0.10	
2017-05-08 22:09:38.865386	1 - -0.99	-0.03	-0.02	0.12	-	0.01	0.10	0.99	-	-0.05	0.05	0.11	
2017-05-08 22:09:38.880672	1 - -0.99	-0.03	-0.02	0.12	-	0.01	0.10	1.00	-	-0.03	0.07	0.11	
2017-05-08 22:09:38.882973	1 - -0.99	-0.03	-0.03	0.11	-	0.01	0.09	1.01	-	-0.02	0.08	0.12	
2017-05-08 22:09:38.899088	1 - -0.99	-0.03	-0.03	0.11	-	-0.00	0.09	1.01	-	-0.01	0.08	0.14	
2017-05-08 22:09:38.903695	1 - -0.99	-0.03	-0.03	0.11	-	-0.01	0.09	1.02	-	0.00	0.07	0.15	
2017-05-08 22:09:38.934585	1 - -0.99	-0.03	-0.03	0.11	-	-0.02	0.09	1.02	-	0.01	0.05	0.15	
