AAAA-MM-DD HH-MM-SS.ssssss	Xac	Yac	Zac	Xgi	Ygi	Zgi	Xma	Yma	Zma	Wq	Iq	Jq	Kq	
2017-05-09 09:50:54.293686	2017-05-09 09:50:55.295077	2017-05-09 09:50:56.296295	2017-05-09 09:50:57.297590	2017-05-09 09:50:58.148494	.00	-0.01	0.00	
2017-05-09 09:51:00.614817	2 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.621453	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.655554	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.657358	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.659536	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.665031	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.00	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.697707	1 - 1.00	-0.00	0.00	0.04	-	-0.01	0.00	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.700015	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.00	1.00	-	0.00	-0.01	0.00	
2017-05-09 09:51:00.702794	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.01	1.00	-	0.00	-0.01	0.00	
2017-05-09 09:51:00.705374	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.01	1.00	-	0.00	-0.01	0.01	
2017-05-09 09:51:00.736383	1 - 1.00	-0.00	0.00	0.04	-	-0.01	-0.01	1.00	-	0.00	-0.01	0.01	
2017-05-09 09:51:00.738886	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	0.01	
2017-05-09 09:51:00.741747	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	0.01	
2017-05-09 09:51:00.743773	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	0.00	
2017-05-09 09:51:00.799739	1 - 1.00	-0.00	0.00	0.04	-	0.00	-0.01	1.00	-	-0.01	-0.01	0.00	
2017-05-09 09:51:00.801992	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:00.804394	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	0.00	-0.01	
2017-05-09 09:51:00.806517	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	0.00	-0.01	
2017-05-09 09:51:00.809110	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	0.00	-0.01	
2017-05-09 09:51:00.812627	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	0.00	-0.01	
2017-05-09 09:51:00.814140	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.02	0.00	-0.01	
2017-05-09 09:51:00.849298	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.02	0.00	-0.01	
2017-05-09 09:51:00.851663	1 - 1.00	-0.00	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.02	0.00	-0.01	
2017-05-09 09:51:00.854015	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.02	0.00	-0.01	
2017-05-09 09:51:00.856581	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	0.00	-0.01	
2017-05-09 09:51:00.888155	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:00.890864	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:00.892734	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:00.895720	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:00.928059	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:00.930388	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:00.943335	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.945471	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.948026	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	0.00	
2017-05-09 09:51:00.981072	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	0.00	-0.01	-0.01	
2017-05-09 09:51:00.983683	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	0.00	-0.01	0.00	
2017-05-09 09:51:00.985780	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:00.988552	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.020350	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.029289	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.034230	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.036624	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	0.00	
2017-05-09 09:51:01.038960	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	0.00	
2017-05-09 09:51:01.070277	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.073417	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.075677	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.078281	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.110083	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.112391	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.114815	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	0.00	-0.01	-0.02	
2017-05-09 09:51:01.117062	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.148634	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.151071	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.163251	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	0.00	-0.01	
2017-05-09 09:51:01.166298	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.168474	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.200815	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.203095	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.205451	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.209010	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.239141	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.242450	1 - 1.00	-0.01	0.00	0.04	-	-0.01	-0.01	1.00	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.244826	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.247347	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.306826	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.309717	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	0.00	-0.01	-0.01	
2017-05-09 09:51:01.312172	1 - 1.00	-0.01	0.00	0.04	-	-0.01	-0.01	1.01	-	0.00	-0.01	0.00	
2017-05-09 09:51:01.317551	1 - 1.00	-0.01	0.00	0.04	-	-0.01	-0.01	1.01	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.319453	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.321970	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.324074	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.326544	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.358712	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.360713	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	0.00	
2017-05-09 09:51:01.363710	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.366861	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.370945	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.01	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.404036	1 - 1.00	-0.01	0.00	0.04	-	-0.00	-0.01	1.00	-	-0.01	-0.01	-0.01	
2017-05-09 09:51:01.406338	1 - 1.00	-0.01	0.00	0.04	-	-0.01	-0.01	1.00	-	-0.01	-0.01	-0.01	
